Date,Doy,Station,Standard,ZipCodes,Scope,Tavg,Tavg_Qc,Tmax,Tmax_Qc,Tmin,Tmin_Qc,Tdew,Tdew_Qc,ETo,ETo_Qc,Pr,Pr_Qc,RHavg,RHavg_Qc,RHmax,RHmax_Qc,RHmin,RHmin_Qc,DaySoilTmpAvg.Value,DaySoilTmpAvg.Qc,Rs,Rs_Qc,Ea,Ea_Qc,DayWindRun.Value,DayWindRun.Qc,u2,u2_Qc,Elev,Lat,Long,dT,bT,aT,Tmax_corr,Tmin_corr,Tdew_corr,AI,Tmax_diff,Tmin_diff,Tdew_diff,Tmax_diff_avg,Tmin_diff_avg,Tdew_diff_avg,ETo_uncor,ETo_corr,ETo_CIMIS,d_ETo,d_ETo_avg,ETo_%_diff,ETo_%_diff_monthly_avg
2019-09-28,271,261,metric,"96034, 96038, 96064, 96094",daily,6.3,Y,13.5, ,2.0, ,2.3,Y,2.21, ,1.1, ,76.0,Y,92.0, ,42.0, ,16.1, ,167.0, ,0.7, ,180.2, ,2.1, ,2743,41.533989,-122.532279,-0.2999999999999998,0.3,2.5,13.5,2.0,2.3,0.1503403184173213,0.0,0.0,0.0,-0.0115384615384614,-0.0115384615384615,0.0269230769230768,2.211977343283618,2.211977343283618,2.21,0.0,,0.0,
2019-09-29,272,261,metric,"96034, 96038, 96064, 96094",daily,5.1,Y,10.3,Y,0.5, ,2.7,Y,0.86, ,2.1, ,85.0,Y,94.0, ,59.0, ,13.5, ,88.0, ,0.7, ,115.7, ,1.3, ,2743,41.533989,-122.532279,-2.2,0.3,2.5,10.3,0.5,2.7,0.1503403184173213,0.0,0.0,0.0,-0.0115384615384614,-0.0115384615384615,0.0269230769230768,1.2544662813044252,1.2544662813044252,0.86,0.0,,0.0,
2019-09-30,273,261,metric,"96034, 96038, 96064, 96094",daily,6.6, ,12.4,Y,1.8, ,2.3, ,2.37, ,0.1, ,74.0, ,96.0, ,46.0, ,13.5, ,191.0, ,0.7, ,120.6, ,1.4, ,2743,41.533989,-122.532279,-0.4999999999999998,0.3,2.5,12.4,1.8,2.3,0.1503403184173213,0.0,0.0,0.0,-0.0115384615384614,-0.0115384615384615,0.0269230769230768,2.09488023089784,2.09488023089784,2.37,0.0,0.005145630727094252,0.0,0.2648052720730295
2019-10-01,274,261,metric,"96034, 96038, 96064, 96094",daily,5.6,Y,14.6, ,-3.6, ,-0.2,Y,2.76, ,0.0, ,66.0,Y,97.0, ,36.0, ,13.2, ,230.0,R,0.6, ,119.1, ,1.4, ,2743,41.533989,-122.532279,-3.4,0.3,2.5,14.6,-3.6,-0.2,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.3966290183870136,2.3966290183870136,2.76,0.0,,0.0,
2019-10-02,275,261,metric,"96034, 96038, 96064, 96094",daily,6.7, ,17.7, ,-3.9, ,0.7, ,2.62, ,0.0, ,65.0, ,94.0, ,35.0, ,13.2, ,198.0, ,0.6, ,99.6, ,1.2, ,2743,41.533989,-122.532279,-4.6,0.3,2.5,17.7,-3.9,0.7,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.376172839743171,2.376172839743171,2.62,0.0,,0.0,
2019-10-03,276,261,metric,"96034, 96038, 96064, 96094",daily,9.7, ,16.7, ,3.0, ,3.1, ,2.78, ,0.0, ,63.0, ,86.0, ,45.0, ,14.5, ,189.0, ,0.8, ,143.9, ,1.7, ,2743,41.533989,-122.532279,-0.1,0.3,2.5,16.7,3.0,3.1,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.487224118828462,2.487224118828462,2.78,0.0,,0.0,
2019-10-04,277,261,metric,"96034, 96038, 96064, 96094",daily,6.8, ,15.0, ,-1.4, ,0.4, ,2.81, ,0.0, ,64.0, ,90.0, ,39.0, ,14.2, ,213.0, ,0.6, ,126.7, ,1.5, ,2743,41.533989,-122.532279,-1.7999999999999998,0.3,2.5,15.0,-1.4,0.4,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.366396616985776,2.366396616985776,2.81,0.0,,0.0,
2019-10-05,278,261,metric,"96034, 96038, 96064, 96094",daily,7.4, ,18.7, ,-3.3, ,1.0, ,2.88, ,0.0, ,63.0, ,94.0, ,34.0, ,14.1, ,215.0,R,0.7, ,120.1, ,1.4, ,2743,41.533989,-122.532279,-4.3,0.3,2.5,18.7,-3.3,1.0,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.586737741816272,2.586737741816272,2.88,0.0,,0.0,
2019-10-06,279,261,metric,"96034, 96038, 96064, 96094",daily,8.9, ,21.0, ,-2.1, ,0.4, ,2.93, ,0.0, ,55.0, ,88.0, ,28.0, ,14.3, ,216.0,R,0.6, ,106.1, ,1.2, ,2743,41.533989,-122.532279,-2.5,0.3,2.5,21.0,-2.1,0.4,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.7305575841904965,2.7305575841904965,2.93,0.0,,0.0,
2019-10-07,280,261,metric,"96034, 96038, 96064, 96094",daily,10.4, ,25.3, ,-0.9, ,1.8, ,2.94, ,0.0, ,55.0, ,89.0, ,26.0, ,14.9, ,212.0,R,0.7, ,95.0, ,1.1, ,2743,41.533989,-122.532279,-2.7,0.3,2.5,25.3,-0.9,1.8,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.962080630281478,2.962080630281478,2.94,0.0,,0.0,
2019-10-08,281,261,metric,"96034, 96038, 96064, 96094",daily,10.3, ,22.9, ,0.3, ,2.2, ,3.24, ,0.0, ,57.0, ,86.0, ,26.0, ,15.1, ,198.0, ,0.7, ,157.3, ,1.8, ,2743,41.533989,-122.532279,-1.9,0.3,2.5,22.9,0.3,2.2,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,3.1241899181604023,3.1241899181604023,3.24,0.0,,0.0,
2019-10-09,282,261,metric,"96034, 96038, 96064, 96094",daily,4.9, ,13.5, ,-3.5, ,-4.7, ,2.68, ,0.0, ,50.0, ,82.0, ,24.0, ,14.1, ,214.0,R,0.4, ,157.9, ,1.8, ,2743,41.533989,-122.532279,1.2000000000000002,0.3,2.5,13.5,-3.5,-4.7,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.4239312220296068,2.4239312220296068,2.68,0.0,,0.0,
2019-10-10,283,261,metric,"96034, 96038, 96064, 96094",daily,4.0,Y,15.3, ,-5.9, ,-6.7,Y,2.45, ,0.0, ,45.0,Y,72.0, ,24.0, ,12.3, ,208.0,R,0.4, ,111.6, ,1.3, ,2743,41.533989,-122.532279,0.7999999999999998,0.3,2.5,15.3,-5.9,-6.7,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.3322791135067207,2.3322791135067207,2.45,0.0,,0.0,
2019-10-11,284,261,metric,"96034, 96038, 96064, 96094",daily,5.1, ,19.0, ,-5.8, ,-5.5, ,2.53, ,0.0, ,46.0, ,78.0, ,20.0, ,11.7, ,204.0,R,0.4, ,92.3, ,1.1, ,2743,41.533989,-122.532279,-0.2999999999999998,0.3,2.5,19.0,-5.8,-5.5,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.430908482043672,2.430908482043672,2.53,0.0,,0.0,
2019-10-12,285,261,metric,"96034, 96038, 96064, 96094",daily,6.9, ,19.8, ,-5.0, ,-2.9, ,2.4, ,0.0, ,50.0, ,82.0, ,25.0, ,11.1, ,183.0, ,0.5, ,83.4, ,1.0, ,2743,41.533989,-122.532279,-2.1,0.3,2.5,19.8,-5.0,-2.9,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.2703624170024512,2.2703624170024512,2.4,0.0,,0.0,
2019-10-13,286,261,metric,"96034, 96038, 96064, 96094",daily,8.7, ,20.8, ,-2.3, ,-1.0, ,2.69, ,0.0, ,50.0, ,82.0, ,26.0, ,11.6, ,191.0, ,0.6, ,110.6, ,1.3, ,2743,41.533989,-122.532279,-1.2999999999999998,0.3,2.5,20.8,-2.3,-1.0,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.5503917934746,2.5503917934746,2.69,0.0,,0.0,
2019-10-14,287,261,metric,"96034, 96038, 96064, 96094",daily,8.2, ,22.4, ,-2.9, ,0.1, ,2.53, ,0.0, ,57.0, ,87.0, ,27.0, ,11.6, ,191.0, ,0.6, ,93.1, ,1.1, ,2743,41.533989,-122.532279,-3.0,0.3,2.5,22.4,-2.9,0.1,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.4806400404594577,2.4806400404594577,2.53,0.0,,0.0,
2019-10-15,288,261,metric,"96034, 96038, 96064, 96094",daily,9.7, ,21.2, ,-1.9, ,-0.9, ,3.07, ,0.0, ,48.0, ,85.0, ,28.0, ,11.0, ,152.0, ,0.6, ,208.7, ,2.4, ,2743,41.533989,-122.532279,-1.0,0.3,2.5,21.2,-1.9,-0.9,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,3.098591079690546,3.098591079690546,3.07,0.0,,0.0,
2019-10-16,289,261,metric,"96034, 96038, 96064, 96094",daily,11.7, ,20.7, ,2.0, ,0.7, ,4.34, ,2.4, ,47.0, ,85.0, ,23.0, ,10.4, ,158.0, ,0.6, ,369.2,Y,4.3,Y,2743,41.533989,-122.532279,1.3,0.3,2.5,20.7,2.0,0.7,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,3.854983480536734,3.854983480536734,4.34,0.0,,0.0,
2019-10-17,290,261,metric,"96034, 96038, 96064, 96094",daily,7.4, ,13.3, ,-0.5, ,2.8, ,1.66, ,0.4, ,72.0, ,96.0, ,49.0, ,10.8, ,126.0, ,0.7, ,161.2, ,1.9, ,2743,41.533989,-122.532279,-3.3,0.3,2.5,13.3,-0.5,2.8,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,1.5591112785154273,1.5591112785154273,1.66,0.0,,0.0,
2019-10-18,291,261,metric,"96034, 96038, 96064, 96094",daily,8.5, ,15.1, ,0.5, ,3.6, ,2.12, ,0.2, ,71.0, ,93.0, ,49.0, ,10.9, ,167.0, ,0.8, ,117.8, ,1.4, ,2743,41.533989,-122.532279,-3.1,0.3,2.5,15.1,0.5,3.6,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,1.7654431230327714,1.7654431230327714,2.12,0.0,,0.0,
2019-10-19,292,261,metric,"96034, 96038, 96064, 96094",daily,8.0, ,14.9, ,0.8, ,4.1, ,1.16, ,4.3, ,76.0, ,96.0, ,42.0, ,11.0, ,89.0, ,0.8, ,167.9, ,1.9, ,2743,41.533989,-122.532279,-3.3,0.3,2.5,14.9,0.8,4.1,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,1.4840954132179098,1.4840954132179098,1.16,0.0,,0.0,
2019-10-20,293,261,metric,"96034, 96038, 96064, 96094",daily,6.1, ,13.6, ,0.2, ,2.8, ,0.82, ,0.0, ,80.0, ,95.0, ,55.0, ,9.6, ,82.0, ,0.7, ,83.0, ,1.0, ,2743,41.533989,-122.532279,-2.6,0.3,2.5,13.6,0.2,2.8,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,1.2203849973250207,1.2203849973250207,0.82,0.0,,0.0,
2019-10-21,294,261,metric,"96034, 96038, 96064, 96094",daily,9.7, ,20.4, ,0.9, ,4.8, ,2.2, ,0.0, ,72.0, ,98.0, ,39.0, ,11.0, ,170.0, ,0.9, ,104.6, ,1.2, ,2743,41.533989,-122.532279,-3.9,0.3,2.5,20.4,0.9,4.8,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.036670349247306,2.036670349247306,2.2,0.0,,0.0,
2019-10-22,295,261,metric,"96034, 96038, 96064, 96094",daily,9.5, ,20.6, ,-0.3, ,5.6, ,2.21, ,0.0, ,76.0, ,98.0, ,46.0, ,11.5, ,171.0, ,0.9, ,98.1, ,1.1, ,2743,41.533989,-122.532279,-5.9,0.3,2.5,20.6,-0.3,5.6,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,1.9334269063883704,1.9334269063883704,2.21,0.0,,0.0,
2019-10-23,296,261,metric,"96034, 96038, 96064, 96094",daily,9.4, ,19.6, ,0.5, ,1.7, ,2.5, ,0.0, ,59.0, ,100.0, ,24.0, ,11.6, ,179.0,R,0.7, ,151.8, ,1.8, ,2743,41.533989,-122.532279,-1.2,0.3,2.5,19.6,0.5,1.7,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.385970133059527,2.385970133059527,2.5,0.0,,0.0,
2019-10-24,297,261,metric,"96034, 96038, 96064, 96094",daily,8.7, ,20.2, ,-1.0, ,-0.8, ,2.19, ,0.0, ,51.0, ,80.0, ,26.0, ,11.2, ,168.0, ,0.6, ,94.9, ,1.1, ,2743,41.533989,-122.532279,-0.1999999999999999,0.3,2.5,20.2,-1.0,-0.8,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.045950483384005,2.045950483384005,2.19,0.0,,0.0,
2019-10-25,298,261,metric,"96034, 96038, 96064, 96094",daily,9.3, ,22.7, ,-1.7, ,0.8, ,2.13, ,0.0, ,55.0, ,87.0, ,23.0, ,11.3, ,171.0, ,0.6, ,90.8, ,1.1, ,2743,41.533989,-122.532279,-2.5,0.3,2.5,22.7,-1.7,0.8,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.163187870439109,2.163187870439109,2.13,0.0,,0.0,
2019-10-26,299,261,metric,"96034, 96038, 96064, 96094",daily,8.1, ,15.5, ,1.5, ,-0.2, ,2.39, ,0.0, ,56.0, ,95.0, ,20.0, ,11.6, ,171.0,R,0.6, ,188.9, ,2.2, ,2743,41.533989,-122.532279,1.7,0.3,2.5,15.5,1.5,-0.2,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,2.198076836170523,2.198076836170523,2.39,0.0,,0.0,
2019-10-27,300,261,metric,"96034, 96038, 96064, 96094",daily,3.0, ,11.8, ,-5.8, ,-7.6, ,2.1, ,0.0, ,46.0, ,72.0, ,25.0, ,9.6, ,171.0,R,0.3, ,173.0, ,2.0, ,2743,41.533989,-122.532279,1.7999999999999998,0.3,2.5,11.8,-5.8,-7.6,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,1.9649336636623604,1.9649336636623604,2.1,0.0,,0.0,
2019-10-28,301,261,metric,"96034, 96038, 96064, 96094",daily,1.7, ,13.5, ,-8.5, ,-8.8, ,1.76, ,0.0, ,46.0, ,76.0, ,21.0, ,8.3, ,164.0, ,0.3, ,97.9, ,1.1, ,2743,41.533989,-122.532279,0.3000000000000007,0.3,2.5,13.5,-8.5,-8.8,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,1.6274196211791936,1.6274196211791936,1.76,0.0,,0.0,
2019-10-29,302,261,metric,"96034, 96038, 96064, 96094",daily,1.9, ,10.7, ,-6.0, ,-11.3,Y,1.97, ,0.0, ,37.0,Y,68.0, ,12.0, ,7.9, ,168.0,R,0.3,Y,152.8, ,1.8, ,2743,41.533989,-122.532279,5.300000000000001,0.3,2.5,9.86,-6.84,-9.34,0.1503403184173213,0.8399999999999999,0.8399999999999999,1.9600000000000009,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,1.887923292173025,1.733767126524855,1.97,0.1541561656481698,,8.891399732394213,
2019-10-30,303,261,metric,"96034, 96038, 96064, 96094",daily,-1.3,Y,10.8, ,-11.4,Y,-14.3,Y,1.55, ,0.0, ,36.0,Y,63.0, ,15.0, ,6.5,Y,166.0,R,0.2,Y,92.4, ,1.1, ,2743,41.533989,-122.532279,2.9000000000000004,0.3,2.5,10.68,-11.52,-14.02,0.1503403184173213,0.120000000000001,0.11999999999999922,0.2800000000000011,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,1.5085285623747304,1.4963914020802374,1.55,0.012137160294493077,,0.8110952975017405,
2019-10-31,304,261,metric,"96034, 96038, 96064, 96094",daily,0.6, ,14.4, ,-10.2,Y,-10.6,Y,1.64, ,0.0, ,43.0,Y,73.0, ,18.0, ,6.3,Y,160.0,R,0.3,Y,87.5, ,1.0, ,2743,41.533989,-122.532279,0.4000000000000003,0.3,2.5,14.4,-10.2,-10.6,0.1503403184173213,0.0,0.0,0.0,-0.0309677419354839,-0.0309677419354838,0.0722580645161291,1.574498197572215,1.574498197572215,1.64,0.0,0.005364300836860093,0.0,0.3129837106418049
2019-11-01,305,261,metric,"96034, 96038, 96064, 96094",daily,3.7, ,17.0, ,-6.5, ,-7.1, ,1.83, ,0.0, ,45.0, ,72.0, ,19.0, ,6.9, ,154.0, ,0.4, ,87.4, ,1.0, ,2743,41.533989,-122.532279,0.5999999999999996,0.3,2.5,17.0,-6.5,-7.1,0.1503403184173213,0.0,0.0,0.0,0.0,0.0,0.0,1.6563065270166013,1.6563065270166013,1.83,0.0,,0.0,
2019-11-02,306,261,metric,"96034, 96038, 96064, 96094",daily,5.1, ,18.5, ,-4.3, ,-4.1, ,1.82, ,0.0, ,51.0, ,79.0, ,24.0, ,7.3, ,153.0, ,0.5, ,78.1, ,0.9, ,2743,41.533989,-122.532279,-0.2000000000000001,0.3,2.5,18.5,-4.3,-4.1,0.1503403184173213,0.0,0.0,0.0,0.0,0.0,0.0,1.5989810473720394,1.5989810473720394,1.82,0.0,,0.0,
2019-11-03,307,261,metric,"96034, 96038, 96064, 96094",daily,5.8, ,20.4, ,-3.5, ,-2.2, ,1.81, ,0.0, ,56.0, ,82.0, ,27.0, ,7.6, ,150.0, ,0.5, ,77.3, ,0.9, ,2743,41.533989,-122.532279,-1.2999999999999998,0.3,2.5,20.4,-3.5,-2.2,0.1503403184173213,0.0,0.0,0.0,0.0,0.0,0.0,1.6504324182596717,1.6504324182596717,1.81,0.0,,0.0,
2019-11-04,308,261,metric,"96034, 96038, 96064, 96094",daily,6.3, ,20.1, ,-2.8, ,-0.5, ,1.79, ,0.0, ,62.0, ,86.0, ,32.0, ,7.8, ,148.0, ,0.6, ,79.7, ,0.9, ,2743,41.533989,-122.532279,-2.3,0.3,2.5,20.1,-2.8,-0.5,0.1503403184173213,0.0,0.0,0.0,0.0,0.0,0.0,1.5817484498322651,1.5817484498322651,1.79,0.0,,0.0,
2019-11-05,309,261,metric,"96034, 96038, 96064, 96094",daily,6.3, ,18.2, ,-4.3, ,0.5, ,1.44, ,0.0, ,66.0, ,91.0, ,36.0, ,7.7, ,123.0, ,0.6, ,79.3, ,0.9, ,2743,41.533989,-122.532279,-4.8,0.3,2.5,18.2,-4.3,0.5,0.1503403184173213,0.0,0.0,0.0,0.0,0.0,0.0,1.38125519855925,1.38125519855925,1.44,0.0,,0.0,
2019-11-06,310,261,metric,"96034, 96038, 96064, 96094",daily,7.3, ,20.9, ,-1.7, ,0.8, ,1.74, ,0.0, ,63.0, ,88.0, ,31.0, ,8.6, ,146.0, ,0.6, ,85.2, ,1.0, ,2743,41.533989,-122.532279,-2.5,0.3,2.5,20.9,-1.7,0.8,0.1503403184173213,0.0,0.0,0.0,0.0,0.0,0.0,1.633324654172526,1.633324654172526,1.74,0.0,,0.0,
2019-11-07,311,261,metric,"96034, 96038, 96064, 96094",daily,5.3, ,17.6, ,-3.9, ,-1.3, ,1.52, ,0.0, ,62.0, ,88.0, ,31.0, ,7.8, ,130.0, ,0.6, ,81.9, ,0.9, ,2743,41.533989,-122.532279,-2.6,0.3,2.5,17.6,-3.9,-1.3,0.1503403184173213,0.0,0.0,0.0,0.0,0.0,0.0,1.3722202082129482,1.3722202082129482,1.52,0.0,,0.0,
2019-11-08,312,261,metric,"96034, 96038, 96064, 96094",daily,5.0, ,18.4, ,-4.6, ,-0.9, ,1.63, ,0.0, ,65.0, ,91.0, ,34.0, ,7.4, ,141.0, ,0.6, ,84.0, ,1.0, ,2743,41.533989,-122.532279,-3.7,0.3,2.5,18.4,-4.6,-0.9,0.1503403184173213,0.0,0.0,0.0,0.0,0.0,0.0,1.457674394722664,1.457674394722664,1.63,0.0,,0.0,
2019-11-09,313,261,metric,"96034, 96038, 96064, 96094",daily,5.9, ,18.1, ,-2.9, ,-0.1, ,1.54, ,0.0, ,66.0, ,90.0, ,36.0, ,7.4, ,133.0, ,0.6, ,84.4, ,1.0, ,2743,41.533989,-122.532279,-2.8,0.3,2.5,18.1,-2.9,-0.1,0.1503403184173213,0.0,0.0,0.0,0.0,0.0,0.0,1.4036123013616657,1.4036123013616657,1.54,0.0,,0.0,
2019-11-10,314,261,metric,"96034, 96038, 96064, 96094",daily,8.6, ,20.2, ,-1.0, ,1.8, ,1.67, ,0.0, ,62.0, ,86.0, ,33.0, ,8.3, ,134.0, ,0.7, ,83.3, ,1.0, ,2743,41.533989,-122.532279,-2.8,0.3,2.5,20.2,-1.0,1.8,0.1503403184173213,0.0,0.0,0.0,0.0,0.0,0.0,1.4729473638117652,1.4729473638117652,1.67,0.0,,0.0,
2019-11-11,315,261,metric,"96034, 96038, 96064, 96094",daily,7.9, ,18.7, ,0.1, ,3.4, ,1.5, ,0.0, ,73.0, ,93.0, ,43.0, ,8.7, ,124.0, ,0.8, ,78.4, ,0.9, ,2743,41.533989,-122.532279,-3.3,0.3,2.5,18.7,0.1,3.4,0.1503403184173213,0.0,0.0,0.0,0.0,0.0,0.0,1.2653595582429698,1.2653595582429698,1.5,0.0,,0.0,
